catalog_position,title,author,year_published,genre,section,total_copies,times_borrowed,last_borrowed_date,rating,ratings_count,price,language,page_count,dimensions_width,dimensions_thickness,dimensions_height,catalog_shelf,catalog_row,catalog_row_number
A4-B3-0036,The Beetle,Richard Marsh,1917,Horror,Fiction,6,4,5/23/2024,3.93,4,99,en,317,5.32,1.33,7.64,A4,B3,36
A4-B3-0037,Richard Wagner über Tristan und Isolde,Richard Wagner,1800,Drama,Humanities,5,1,9/4/2024,,,12.49,en,229,6.58,0.93,8.53,A4,B3,37
A4-B3-0038,The Gruffalo,Julia Donaldson,1999,Children's Fiction,Children,5,106,8/3/2024,4.92,72,6.7,en,62,10.5,0.3,8.3,A4,B3,38
A4-B3-0039,The Catcher in the Rye,J. D. Salinger,1951,Novels,Fiction,5,260,1/27/2025,4.42,156,9.29,en,228,5.25,0.95,10.05,A4,B3,39
A4-B3-0040,Mrs. Dalloway,Virginia Woolf,1925,Drama,Fiction,7,2,3/30/2024,4.27,1,11.51,en,248,5.94,1.06,6.66,A4,B3,40
A4-B3-0041,Seven Brief Lessons on Physics,Carlo Rovelli,2014,Science,Science,,145,6/25/2024,4.49,135,13.22,en,96,5.25,0.48,7.61,A4,B3,41
A4-B3-0042,Worms of the Earth,Robert E. Howard,1975,Science Fiction,Fiction,5,12,12/25/2024,4.56,10,0.99,en,40,5.99,0.34,8.22,A4,B3,42
A4-B3-0043,The house by the church-yard,Joseph Sheridan Le Fanu,1863,Crime/Thriller,Fiction,5,1,5/18/2024,,,18.99,en,504,6.21,1.89,8.48,A4,B3,43
A4-B3-0044,Ordeal by Innocence,Agatha Christie,1958,Crime/Thriller,Fiction,5,24,10/2/2024,4.38,24,0.99,en,214,6.93,0.91,9.9,A4,B3,44
A4-B3-0045,Apollo 8, Jeffrey Kluger,2017,Technology & Engineering,Non-Fiction,10,30,8/4/2024,4.77,20,0.99,en,392,7,1.3,8.14,A4,B3,45
A4-B3-0046,Barnaby Rudge,Charles Dickens,1840,Historical Fiction,,7,3,4/6/2024,4.46,2,9.99,en,464,5.41,1.78,7.93,A4,B3,46
A4-B3-0047,Hija de la fortuna,Isabel Allende,1998,Historical Fiction,Fiction,5,24,7/26/2024,4.46,19,13.59,es,451,6.59,1.67,7.29,A4,B3,47
A4-B3-0049,Mr. Justice Raffles,E. W. Hornung,1909,Crime/Thriller,Fiction,6,9,8/3/2024,3.92,9,12.99,en,166,6.07,0.62,8.6,A4,B3,49
A4-B3-0050,Romeo and Juliet,William Shakespeare,1597,Drama,Fiction,8,27,1/13/2025,4.68,20,6.29,en,516,4.13,1.04,6.73,A4,B3,50
A4-B3-0051,Macbeth,William Shakespeare,1508,Drama,Fiction,8,29,6/9/2024,4.65,29,6.29,en,112,4.09,0.94,6.73,A4,B3,51
A4-B3-0052,Detstvo; Otročestvo; Junost,Leo Tolstoy,1862,Biography & Autobiography,Fiction,5,3,4/16/2024,4.77,2,0.43,ru,776,5.75,0.5,8.25,A4,B3,52
A4-B3-0053,Annals of a quiet neighborhood,George MacDonald,1866,,,4,6,6/27/2024,4.88,5,14.75,en,612,6.07,2.03,6.39,A4,B3,53
A4-B3-0054,The pioneers,James Fenimore Cooper,1800,Adventure,Fiction,7,6,5/21/2024,4.18,4,15,en,126,5.43,1.13,8.5,A4,B3,54
A4-B3-0055,Venetian life,William Dean Howells,1866,History,Non-Fiction,4,2,10/26/2024,4.35,1,2.99,en,450,7,1.6,7.78,A4,B3,55
A4-B3-0056,The daffodil murder,Edgar Wallace,1921,Crime/Thriller,Fiction,5,2,4/10/2024,,,,en,328,6.78,1.1,8.61,A4,B3,56
A4-B3-0057,Hippolytus,Euripides,1756,Drama,Humanities,5,6,2/3/2025,4.66,4,14,en,196,8.15,0.55,5.78,A4,B3,57
A4-B3-0058,Jean-Christophe,Romain Rolland,1900,Drama,Fiction,5,3,4/19/2024,4.03,2,863,en,521,6.69,0.92,9.61,A4,B3,58
A4-B3-0059,Crónica de una muerte anunciada,Gabriel Garcia Marquez,1980,Drama,Fiction,5,11,10/17/2024,4.86,9,13.46,es,167,5.14,0.31,7.95,A4,B3,59
A4-B3-0060,The Phoenix and the Carpet,Edith Nesbit,1903,Fantasy,Children,7,3,6/9/2024,4.53,2,0.99,en,254,5.25,0.75,8,A4,B3,60
A4-B3-0061,Magic Fishbone,Charles Dickens,1911,Fantasy,Children,6,5,5/30/2024,4.03,5,2.99,en,34,6.35,0.22,7.98,A4,B3,61
A4-B3-0062,Bills,Ontario. Legislative Assembly.,2008,,,6,3,11/18/2024,,,72.57,en,156,5.98,2.05,9.02,A4,B3,62
A4-B3-0063,Peter Pan in Kensington Gardens,J. M. Barrie,1906,Fantasy,Children,6,6,9/20/2024,4.58,6,3.7,en,178,5.88,0.66,6.2,A4,B3,63
A4-B3-0064,Washington Square,Henry James,1880,Historical Fiction,Fiction,6,13,11/22/2024,4.22,10,0.99,en,220,6.35,1.06,7.95,A4,B3,64
A4-B3-0065,Sesame and lilies,John Ruskin,1800,Humanities,Non-Fiction,5,1,5/31/2024,4.05,1,5.99,en,238,5.66,0.89,7.73,A4,B3,65
A4-B3-0066,Write It Right,Ambrose Bierce,1909,Dictionaries & Encyclopedias,Reference,4,6,6/29/2024,2.81,6,6.94,en,32,6.14,0.91,7.89,A4,B3,66
A4-B3-0067,A House-Boat on the Styx,John Kendrick Bangs,1895,Fantasy,Fiction,6,6,6/2/2024,3.86,4,0.49,en,86,6.23,0.36,9.77,A4,B3,67
A4-B3-0068,Aphrodite,Pierre Louÿs,1848,Romance,Fiction,5,1,4/8/2024,,,,en,224,6,0.47,9,A4,B3,68
A4-B3-0069,Salem's Lot,Stephen King,1975,Horror,Fiction,5,330,1/12/2025,4.63,244,0.99,en,529,6.42,1.98,9.13,A4,B3,69
A4-B3-0070,Bangers and Mash,Paul Groves,1974,Other,Children's,5,2,11/8/2024,4.74,1,3.17,en,160,6.64,0.68,6.2,A4,B3,70
A4-B3-0071,Wet Magic,Edith Nesbit,1937,Fantasy,Children,5,2,8/29/2024,4.16,1,0.99,en,164,5.56,0.6,7.31,A4,B3,71
A4-B3-0072,Arcadian adventures with the idle rich,Stephen Leacock,1914,Satire,Fiction,4,1,7/18/2024,,,10.24,en,181,5.61,0.7,7.47,A4,B3,72
A4-B3-0073,Kane & Abel,Jeffrey Archer,1979,Crime/Thriller,Fiction,5,314,2/15/2025,4.66,207,10.99,en,302,4.15,1.3,7.45,A4,B3,73
A4-B3-0074,Population,United States. Bureau of the Census,1943,History,Non-Fiction,5,2,3/17/2024,3.78,1,3.99,sr,564,5.09,2.04,9.9,A4,B3,74
A4-B3-0076,The Pilgrim's Progress,John Bunyan,1678,Religion & Spirituality,Fiction,7,30,4/20/2024,4.88,22,11.39,en,354,5.5,0.59,8.5,A4,B3,76
A4-B3-0077,"A call to the unconverted to turn and live, and accept of mercy while mercy may be had, as ever they would find mercy in the day of extremity, from the living God",Richard Baxter,1658,Religion & Spirituality,Humanities,4,1,9/2/2024,,,14.99,en,164,5.37,0.64,8.05,A4,B3,77
A4-B3-0078,The Marble Faun,Nathaniel Hawthorne,1840,Crime/Thriller,Fiction,6,3,3/25/2024,4.21,2,9.24,en,318,7.6,0.9,5,A4,B3,78
A4-B3-0079,Hospital Sketches,Louisa May Alcott,1863,Biography & Autobiography,History,5,8,6/26/2024,4.46,8,7.16,en,262,5.25,0.25,8.25,A4,B3,79
A4-B3-0080,The Wonderful Wizard of Oz,L. Frank Baum,1900,Fantasy,Children,8,4,1/23/2025,4.68,3,7.49,en,312,6,0.5,9,A4,B3,80
A4-B3-0081,David Copperfield,Charles Dickens,1800,Drama,Fiction,8,4,6/21/2024,4.27,4,19.98,en,776,5.92,2.48,7.22,A4,B3,81
A4-B3-0082,Moonbound, Jonathan Fetter-Vorm,2119,Science,Non-Fiction,,8,2/5/2025,4.78,5,14.8,en,93,5.95,0.65,8.85,A4,B3,82
A4-B3-0083,The World Almanac for Kids,Judith S. Levey,1995,Dictionaries & Encyclopedias,Reference,4,10,7/27/2024,5,7,5.28,en,342,6.25,0.75,9,A4,B3,83
A4-B3-0084,A strange manuscript found in a copper cylinder,James De Mille,1888,Science Fiction,Fiction,5,3,4/20/2024,4.05,3,30.53,en,236,5.87,1.06,9.41,A4,B3,84
A4-B3-0085,Midwinter,John Buchan,1923,Historical Fiction,Fiction,5,8,2/12/2025,4.33,5,14.95,en,232,7.76,0.83,5.08,A4,B3,85
A4-B4-0001,The legacy of Cain,Wilkie Collins,1888,Crime/Thriller,Fiction,5,3,10/13/2024,4.11,3,0.99,en,358,5.8,1.3,8.45,A4,B4,1
A4-B4-0002,The blanket of the dark,John Buchan,1931,Adventure,Fiction,5,5,5/9/2024,4.12,3,7.99,en,280,5.5,0.75,8,A4,B4,2
A4-B4-0003,A round dozen,Susan Coolidge,1883,,,4,3,9/1/2024,3.63,3,14.99,en,144,5.26,0.75,8.67,A4,B4,3
A4-B4-0004,Sir Gibbie,George MacDonald,1879,Adventure,Fiction,5,1,9/12/2024,,,,en,490,8.5,0.32,11,A4,B4,4
A4-B4-0005,Der Steppenwolf,Hermann Hesse,1927,Drama,Fiction,6,12,8/6/2024,4.31,10,12.76,de,190,4.25,0.75,6.75,A4,B4,5
A4-B4-0006,The Cave Girl,Edgar Rice Burroughs,1925,Science Fiction,Fiction,4,1,4/2/2024,4.38,1,0.99,en,120,5.77,0.76,9.39,A4,B4,6
A4-B4-0007,Principles of internal medicine,Tinsley Randolph Harrison,1950,Medicine & Health,Reference,5,3,6/9/2024,4.24,2,39.49,en,3790,6.52,11.54,8.61,A4,B4,7
A4-B4-0008,Beyond Earth, Charles Wohlforth & Amanda Hendrix,2016,Science,Science,7,2,10/19/2024,4.19,1,14.84,en,116,5.91,0.56,9.9,A4,B4,8
A4-B4-0009,ACCA Study Pack (ACCA Study Pack S.),Association of Chartered Certified Accountants (ACCA),1989,Economics & Business,Reference,4,3,5/29/2024,,,50,en,111,6.69,0.71,6.2,A4,B4,9
A4-B4-0010,Twelve Years a Slave,Solomon Northup,1853,Biography & Autobiography,Non-Fiction,6,10,10/24/2024,4.79,7,196,en,354,4,0.75,6.5,A4,B4,10
A4-B4-0011,Ancient law,Henry Sumner Maine,1861,History,Non-Fiction,4,4,2/5/2025,5,3,18,en,464,5.51,0.87,8.5,A4,B4,11
A4-B4-0012,Boyhood,Leo Tolstoy,1854,Historical Fiction,Fiction,6,1,7/2/2024,3.92,1,11.12,en,122,4.27,0.22,6,A4,B4,12
A4-B4-0013,The Young Carthaginian,G. A. Henty,1887,Historical Fiction,Children,4,1,9/13/2024,,,10.99,en,412,5.59,1.53,7.9,A4,B4,13
A4-B4-0014,Othello,William Shakespeare,1622,Drama,Fiction,8,37,3/21/2024,4.58,24,9.29,en,368,5.5,0.9,8.38,A4,B4,14
A4-B4-0015,The Odyssey,Homer (Homer),1946,Poetry,Fiction,5,14,2/4/2025,4.77,10,11.43,en,322,8.4,1.5,5.7,A4,B4,15
A4-B4-0016,The natural history of Selborne,Gilbert White,1789,History,Non-Fiction,5,8,9/7/2024,4.68,8,,en,380,7.8,1,5.2,A4,B4,16
A4-B4-0017,A Study of History,Arnold J. Toynbee,1900,History,Non-Fiction,5,2,7/14/2024,4.56,2,18.77,en,584,8.5,1.6,5.4,A4,B4,17
A4-B4-0018,Wulf the Saxon,G. A. Henty,1894,Adventure,Children,6,6,5/21/2024,5,4,11.99,en,274,5.18,1.04,7.1,A4,B4,18
A4-B4-0019,Dialogues Concerning Natural Religion,David Hume,1779,Religion & Spirituality,Humanities,6,6,4/23/2024,4.44,5,10,en,272,5.5,0.5,8.75,A4,B4,19
A4-B4-0020,Tractatus logico-philosophicus,Ludwig Wittgenstein,1921,Philosophy,Non-Fiction,5,2,4/22/2024,4.59,1,8.75,en,146,5.4,0.4,8.4,A4,B4,20
A4-B4-0021,Far From the Madding Crowd,Thomas Hardy,1874,Romance,Fiction,6,54,6/29/2024,4.38,34,142,en,565,6.44,1.83,8.17,A4,B4,21
A4-B4-0022,A Tale of Two Cities,Charles Dickens,1800,Historical Fiction,Fiction,10,1,12/25/2024,4.62,1,8.99,en,504,5,1.25,7.75,A4,B4,22
A4-B4-0023,Bambi (First Colouring Tall),Felix Salten,1861,Children's Fiction,Children,6,7,11/1/2024,4.78,5,13.89,en,786,5.5,0.5,8.5,A4,B4,23
A4-B4-0024,The Alhambra,Washington Irving,1800,History,Young Adult (YA),7,1,3/16/2024,4.37,1,7,en,223,6,0.32,9,A4,B4,24
A4-B4-0025,The Amateur Cracksman,E. W. Hornung,1899,Crime/Thriller,Fiction,6,3,6/15/2024,4.04,2,12.99,en,186,5.86,0.76,8.27,A4,B4,25
A4-B4-0026,1776,David McCullough,2005,History,Non-Fiction,6,122,4/27/2024,4.63,90,0.99,en,438,5.61,1.46,6.2,A4,B4,26
A4-B4-0027,"Thinking,Fast and Slow",Daniel Kahneman,2011,Psychology,Non-Fiction,6,440,1/11/2025,4.63,318,13.55,en,512,5.51,1.46,8.23,A4,B4,27
A4-B4-0028,My bondage and my freedom,Frederick Douglass,1815,Biography & Autobiography,History,7,5,9/1/2024,4.72,3,0.99,en,403,7,0.47,10,A4,B4,28
A4-B4-0029,The Sign of Four,Arthur Conan Doyle,1889,Crime/Thriller,Fiction,8,67,9/17/2024,4.37,52,3.56,en,332,6.39,1.37,6.82,A4,B4,29
A4-B4-0030,His Last Bow [8 stories],Arthur Conan Doyle,1917,Crime/Thriller,Fiction,8,7,9/4/2024,4.22,5,0.49,en,346,6.79,1.37,8.1,A4,B4,30
A4-B4-0031,El aÌrbol de la ciencia,Pío Baroja,1911,History,Humanities,4,4,9/23/2024,4.55,3,15.99,es,340,6,0.28,9,A4,B4,31
A4-B4-0032,Hatchet,Gary Paulsen,1986,Adventure,Young Adult (YA),5,425,8/13/2024,4.72,262,5.41,en,148,5.1,0.63,7.59,A4,B4,32
A4-B4-0033,The Case of Jennie Brice,Mary Roberts Rinehart,1915,Crime/Thriller,Fiction,5,1,3/15/2024,4.13,1,1.99,en,115,5.66,0.69,7.41,A4,B4,33
A4-B4-0034,The Two Noble Kinsmen,John Fletcher,1634,Drama,Humanities,4,2,11/14/2024,4.57,1,9.18,en,216,5.5,0.8,8.38,A4,B4,34
A4-B4-0035,Death Comes as the End,Agatha Christie,1944,Crime/Thriller,Fiction,4,8,1/2/2025,4.47,5,0.99,en,228,6.14,0.79,7.57,A4,B4,35
A4-B4-0036,Biographia literaria,Samuel Taylor Coleridge,1817,Biography & Autobiography,Humanities,5,2,12/12/2024,4.42,2,83,en,818,5.75,1.5,8.75,A4,B4,36
A4-B4-0037,Free air,Sinclair Lewis,1919,Novels,Fiction,6,1,6/11/2024,4.09,1,5.99,en,1164,6.33,3.62,8.26,A4,B4,37
A4-B4-0038,Daddy-Long-Legs,Jean Webster,1912,Romance,Young Adult (YA),7,15,5/21/2024,4.64,11,5.66,en,26,5.1,0.8,6.9,A4,B4,38
A4-B4-0039,The Constitution of the United States and related documents,United States,1787,History,Reference,5,3,6/16/2024,4.96,2,199,en,56,5,0.7,7,A4,B4,39
A4-B4-0040,Foundation,Isaac Asimov,1951,Science Fiction,Fiction,4,285,11/14/2024,4.48,171,0.99,en,518,5.26,1.71,9.22,A4,B4,40
A4-B4-0041,The Dolly dialogues,Anthony Hope,1890,Drama,Fiction,5,1,4/30/2024,,,,en,220,6.15,0.96,8.11,A4,B4,41
A4-B4-0042,The Swiss Family Robinson,Johann David Wyss,1979,Adventure,Children,4,7,7/30/2024,4.66,4,10.99,en,392,6.33,1.5,8.13,A4,B4,42
A4-B4-0043,The Abbe Constantin,Léon Halévy,1800,Drama,Fiction,5,1,10/29/2024,,,,en,294,6.24,1.28,6.2,A4,B4,43
A4-B4-0044,A town like Alice,Nevil Shute,1950,Historical Fiction,Fiction,5,45,4/8/2024,4.45,34,16.57,en,45,5.24,0.77,8,A4,B4,44
A4-B4-0045,Much Ado About Nothing,William Shakespeare,1600,Comedy,Fiction,7,6,9/6/2024,4.73,5,5.19,en,331,4.13,0.98,6.77,A4,B4,45
A4-B4-0046,Longman Reading World,Wendy Body,1987,Dictionaries & Encyclopedias,Reference,5,1,10/23/2024,4.63,1,5.99,en,16,7.36,0.2,9.41,A4,B4,46
A4-B4-0047,Nineteen Eighty-Four,George Orwell,1949,Dystopian,Fiction,7,531,1/12/2025,4.68,1189,6.34,en,328,4.19,0.91,7.5,A4,B4,47
A4-B4-0048,Aminta,Torquato Tasso,1590,Poetry,Fiction,5,4,7/9/2024,3.88,3,18.24,en,204,5.5,0.54,8.5,A4,B4,48
A4-B4-0049,The Patchwork Girl of Oz,L. Frank Baum,1913,Fantasy,Children,6,3,12/27/2024,4.84,2,8.99,en,342,6,0.68,9,A4,B4,49
A4-B4-0050,The Book of the Dead,Ernest Alfred Wallis Budge,1894,Religion & Spirituality,Reference,5,1,7/25/2024,4.79,1,29.95,en,192,5.98,0.45,9.02,A4,B4,50
A4-B4-0051,The Sayings of Lao Tzu,Laozi,1875,Religion & Spirituality,Humanities,6,1,9/25/2024,,,,en,56,5,0.5,7.25,A4,B4,51
A4-B4-0052,The Bell Jar,Sylvia Plath,1963,Drama,Fiction,5,224,9/16/2024,4.49,169,8.79,en,247,8.02,0.7,5.3,A4,B4,52
A4-B4-0053,Textplus - New Grub Street,George Gissing,1891,Drama,Fiction,6,5,8/14/2024,4.53,4,15.76,en,1592,7.6,0.9,5,A4,B4,53
A4-B4-0054,Women in Love,David Herbert Lawrence,1877,Romance,Fiction,7,2,11/13/2024,1.04,1,,en,519,6.84,1.76,7.67,A4,B4,54
A4-B4-0055,Beyond the Black River,Robert E. Howard,2007,Fantasy,Fiction,6,9,8/18/2024,4.37,7,0.99,en,58,5.43,0.57,7.27,A4,B4,55
A4-B4-0056,Unknown Title,Unknown Author,1559,Philosophy,Humanities,6,1,8/27/2024,,,15,en,1778,5.62,5.64,7.1,A4,B4,56
A4-B4-0057,War and Peace,Leo Tolstoy,1864,Historical Fiction,Fiction,7,6,11/5/2024,4.88,4,0.99,en,768,6.59,2.43,8.32,A4,B4,57
A4-B4-0058,Le collier de la reine,Alexandre Dumas,1848,Historical Fiction,Fiction,5,4,11/17/2024,4.35,4,,en,774,6.97,2.63,8.6,A4,B4,58
A4-B4-0059,"Histoire naturelle, générale et particulière",Georges-Louis Leclerc,1749,Science,Science,5,1,11/25/2024,,,53.8,fr,330,5.57,1.29,7.45,A4,B4,59
A4-B4-0060,The Lone Wolf,Louis Joseph Vance,1914,,,5,4,4/19/2024,3.92,3,4.74,en,240,6.48,1.12,8.9,A4,B4,60
A4-B4-0061,Reconfigurable Processor Array A Bit Sliced Parallel Computer (USA),A. Rushton,1986,Economics & Business,Non-Fiction,5,3,7/13/2024,,,,en,919,6.58,3.09,6.63,A4,B4,61
A4-B4-0062,The A.B.C. Murders,Agatha Christie,1936,Crime/Thriller,Fiction,5,59,9/14/2024,4.56,38,0.99,en,196,5.12,0.89,6.83,A4,B4,62
A4-B4-0063,Steve Jobs,Walter Isaacson,2011,Biography & Autobiography,Non-Fiction,8,350,11/2/2024,4.76,252,0.99,en,88,5.89,0.66,7.83,A4,B4,63
A4-B4-0064,Pollyanna,Eleanor Hodgman Porter,1913,Drama,Children,6,34,11/14/2024,4.65,25,398,en,308,6,0.24,9,A4,B4,64
A4-B4-0065,"The Trumpet-Major, and Robert His Brother",Thomas Hardy,1880,Historical Fiction,Fiction,6,4,6/20/2024,4.33,3,0.99,en,374,5.75,1.5,8.11,A4,B4,65
A4-B4-0066,Also sprach Zarathustra,Friedrich Nietzsche,1896,Philosophy,Humanities,5,2,1/30/2025,3.89,1,12.24,en,140,6,0.55,9,A4,B4,66
A4-B4-0067,One Flew Over the Cuckoo's Nest,Ken Kesey,1962,Satire,Fiction,5,59,3/16/2024,4.64,36,10.22,en,276,4.13,0.85,7.5,A4,B4,67
A4-B4-0068,"Laws, etc",United States,1789,Law,Reference,6,2,5/1/2024,,,27.95,en,1492,6.1,0.6,9.1,A4,B4,68
A4-B4-0069,The Pink Fairy Book,Andrew Lang,1897,Fantasy,Children,5,4,3/24/2024,4.84,3,17.52,en,416,6.07,1.46,7.23,A4,B4,69
A4-B4-0070,Quantum Mechanics: The Theoretical Minimum,Leonard Susskind,2013,Science,Science,5,21,12/29/2024,4.64,14,13.33,en,283,5.45,1.2,8.2,A4,B4,70
A4-B4-0071,Apollo 11, David Whitehouse,2019,History,Non-Fiction,2,2,4/22/2024,4.56,2,0.99,en,48,6.16,0.45,6.2,A4,B4,71
A4-B4-0072,The Merchant of Venice,William Shakespeare,1600,Drama,Young Adult (YA),8,8,10/6/2024,4.67,8,5.99,en,88,4.17,0.87,6.73,A4,B4,72
A4-B4-0073,Rubaiyat of Omar Khayyam,Omar Khayyam,1859,Poetry,Humanities,5,1,4/28/2024,4.55,1,14.99,en,68,6,0.14,9,A4,B4,73
A4-B4-0074,Tales from Shakespeare [20 tales],Charles Lamb,1807,Drama,Children,6,2,12/2/2024,4.56,1,0.99,en,247,6.16,1.12,7.73,A4,B4,74
A4-B4-0075,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,1889,Fantasy,Children's,7,29,8/11/2024,4.62,21,9.91,en,667,9.38,0.63,6.75,A4,B4,75
A4-B4-0076,La tulipe noire,Alexandre Dumas,1800,Historical Fiction,Fiction,7,3,9/21/2024,4.94,2,11.6,en,296,6,0.48,9,A4,B4,76
A4-B4-0077,Apologia pro vita sua,John Henry Newman,1860,Biography & Autobiography,Humanities,5,2,2/14/2025,4.53,2,18.21,en,438,7.7,1.1,5.1,A4,B4,77
A4-B4-0078,The Future of Humanity,Michio Kaku,2018,Science,Non-Fiction,6,22,10/22/2024,4.62,17,0.99,en,368,6.08,0.31,7.4,A4,B4,78
A5-B1-0001,The Essays of Elia,Charles Lamb,1823,History,Humanities,5,5,12/4/2024,3.97,5,8.24,en,476,6.32,1.83,8.82,A5,B1,1
A5-B1-0002,Summa Theologica,Thomas Aquinas,1467,Religion & Spirituality,Humanities,6,2,5/1/2024,4.88,2,240.63,en,1363,6,1.25,9,A5,B1,2
A5-B1-0003,Martín Fierro,José Hernández,1894,Poetry,Humanities,5,5,7/19/2024,4.78,5,6.99,es,312,6,1.23,9,A5,B1,3
A5-B1-0004,A hazard of new fortunes,William Dean Howells,1707,Drama,Fiction,5,5,10/13/2024,3.88,3,10.99,en,344,5.08,0.97,7.76,A5,B1,4
A5-B1-0005,The Beautiful and Damned,F. Scott Fitzgerald,1922,Drama,Fiction,8,18,12/19/2024,4.32,14,9.09,en,417,5.64,1.39,6.41,A5,B1,5
A5-B1-0006,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,2011,Economics & Business,Non-Fiction,8,189,8/14/2024,4.59,169,0.99,en,100,6.28,0.46,8.57,A5,B1,6
A5-B1-0007,Murder Must Advertise,Dorothy L. Sayers,1933,Crime/Thriller,Fiction,5,17,4/18/2024,4.43,13,15.19,en,320,5.07,1.36,7.78,A5,B1,7
A5-B1-0008,Metamorphoses,Ovid,1479,Poetry,Humanities,7,10,3/17/2024,4.79,7,9.99,en,422,7.8,1.79,5.08,A5,B1,8
A5-B1-0009,The Infinite View, Ellen Mahoney,2015,,,8,1,3/22/2024,,,,en,306,5.75,1,8.5,A5,B1,9
A5-B1-0010,The wild man of the West,Robert Michael Ballantyne,1800,Adventure,Children,5,3,4/12/2024,4.09,2,0.99,en,442,6.07,1.64,9.07,A5,B1,10
A5-B1-0011,Jeremy and Hamlet,Hugh Walpole,1923,,,5,5,3/15/2024,4.07,4,,en,311,6,0.56,9,A5,B1,11
A5-B1-0012,The Complete Life and Adventures of Santa Claus,L. Frank Baum,1902,Fantasy,Children,4,1,11/14/2024,4.45,1,29.95,en,86,6,0.37,9,A5,B1,12
A5-B1-0013,Gedichte,Johann Wolfgang von Goethe,1700,Poetry,Humanities,5,4,5/29/2024,2.93,4,13.2,en,152,6.25,0.59,8.29,A5,B1,13
A5-B1-0014,Self-knowledge,John Mason,1745,Self-Help,Humanities,5,6,5/23/2024,3.56,6,7.95,en,178,6,0.48,9,A5,B1,14
A5-B1-0015,Doctor Marigold,Charles Dickens,1865,Drama,Fiction,5,2,12/13/2024,3.67,1,10.24,en,46,5.51,0.28,6.93,A5,B1,15
A5-B1-0016,Saint Francis of Assisi,Gilbert Keith Chesterton,1923,Biography & Autobiography,Non-Fiction,6,1,3/20/2024,,,19.99,en,608,5.64,2.11,7.31,A5,B1,16
A5-B1-0017,Ali Pacha,Alexandre Dumas,2001,Crime/Thriller,Fiction,4,6,5/3/2024,4.05,6,,en,342,6.82,1.41,8.51,A5,B1,17
A5-B1-0018,The Tracer of Lost Persons,Robert W. Chambers,1906,Crime/Thriller,Fiction,4,2,2/11/2025,4.22,1,12.99,en,179,6.01,0.9,8.05,A5,B1,18
A5-B1-0019,The Lost Continent,C. J. Cutcliffe Hyne,1972,Fantasy,Fiction,5,6,10/24/2024,4.57,4,0.29,en,326,6.63,1.14,8.07,A5,B1,19
A5-B1-0020,A little country girl,Susan Coolidge,1885,,,4,1,8/29/2024,4.04,1,0.99,en,134,5.52,0.73,7.1,A5,B1,20
A5-B1-0021,Vingt mille lieues sous les mers,Jules Verne,1870,Science Fiction,Children's,6,3,7/1/2024,4.43,2,0.99,fr,497,6.55,1.78,8.18,A5,B1,21
A5-B1-0022,Dead Men Tell No Tales,E. W. Hornung,1899,Crime/Thriller,Fiction,5,1,9/3/2024,,,,en,149,5.57,0.77,6.8,A5,B1,22
A5-B1-0023,Troilus and Cressida,William Shakespeare,1609,Drama,Fiction,6,2,3/15/2024,4.43,1,9.29,en,224,5.5,0.9,8.38,A5,B1,23
A5-B1-0024,Tender Buttons,Gertrude Stein,1914,Poetry,Fiction,5,4,10/24/2024,4.48,2,9.25,en,90,5,0.5,7.5,A5,B1,24
A5-B1-0025,The Crucible,Arthur Miller,1953,Drama,Fiction,5,42,6/3/2024,4.54,32,9.79,en,143,5,0.47,7.7,A5,B1,25
A5-B1-0026,Otto of the Silver Hand,Howard Pyle,1888,Adventure,Children,6,1,11/4/2024,,,7.99,en,83,6,0.25,9,A5,B1,26
A5-B1-0027,In the Days of Drake,Joseph Smith Fletcher,1895,History,Fiction,5,6,5/23/2024,4.02,5,,en,102,6.06,0.62,9.9,A5,B1,27
A5-B1-0028,Christmas Carol,Betty Ren Wright,1902,Drama,Fiction,5,6,11/5/2024,4.72,5,8.99,en,114,6.35,0.71,9.9,A5,B1,28
A5-B1-0029,The Great Shadow,Arthur Conan Doyle,1892,History,Fiction,7,2,6/26/2024,4.11,1,4.99,en,290,5.98,1.21,8.16,A5,B1,29
A5-B1-0030,Fifty Shades Darker,E. L. James,2011,Romance,Fiction,4,721,7/7/2024,4.54,571,0.99,en,646,5.43,2.25,7.54,A5,B1,30
A5-B1-0031,Stalky and Co,Rudyard Kipling,1898,Classics,Children's,4,3,8/6/2024,4.44,2,11.95,en,312,7.6,0.7,5,A5,B1,31
A5-B1-0032,The Shadow of the Rope,E. W. Hornung,1902,Crime/Thriller,Fiction,5,1,12/5/2024,,,9.95,en,341,6.02,1.34,8.25,A5,B1,32
A5-B1-0033,In strange company,Guy Boothby,1893,,,4,2,2/17/2025,3.75,2,14.99,en,210,6.47,1.03,8.31,A5,B1,33
A5-B1-0034,The History of Mr. Polly,H. G. Wells,1900,Novels,Fiction,4,2,9/4/2024,3.76,2,0.99,en,275,6.21,1.05,7.95,A5,B1,34
A5-B1-0035,The Master Key,L. Frank Baum,1901,Fantasy,Children,5,8,11/16/2024,3.82,8,33.95,en,194,6.77,0.81,8.15,A5,B1,35
